Player,G,PP,POS,SCR,AST,GLS,BLK,+/-,Cmp,Cmp%,Y,TY,RY,OEFF,HA,T,S,D,C,Hck,Hck%,Pul,OPP,DPP,MP,Team,Year,team_avg_min,team_avg_pull,team_avg_blk,AST/POS %,GLS/POS %,SCR/POS %,CMP/POS,PM/PP,TY/POS,RY/POS,Y/POS,HA/POS %,T/POS %,Y/CMP,BLK/PP %,Pull/Team Pull %,BLK/Team avg BLK %,SCR/POS %_adj,BLK/PP %_adj,PM/PP_adj,Y/POS_adj,HA/POS %_adj,CMP/POS_adj,AST/POS %_adj,GLS/POS %_adj,T/POS %_adj,TY/POS_adj,RY/POS_adj,Y/CMP_adj,MP_adj,DPP_adj,Pull/Team Pull %_adj,Hck_adj,SCR_Z,BLK_Z,PM_Z,Y_Z,HA_Z,CMP_Z,AST_Z,GLS_Z,T_Z,RY_Z,TY_Z,OEFF_Z,YperCMP_Z,MP_Z,DPP_Z,Pull_Z,Offensive_Value,Defensive_Value,Score,team_avg_scr
Brett Hulsmeyer,13,306,296,57,27,30,18,53,302,94.08,5232,1653,3579,59.46,21,17,0,5,0,5,62.50,9,203,103,330,hustle,2023,195.0,11.0,6.0,9.12,10.14,19.26,1.02,0.17,6.0,12.0,18.0,7.09,5.74,17.32,5.88,81.82,300.0,19.09,5.79,0.16,17.74,7.02,1.02,9.02,10.04,5.72,5.97,11.8,17.28,325.39,102.18,82.45,4.97,1.94,3.01,2.39,2.13,1.29,1.24,1.47,1.86,1.33,2.98,0.78,1.15,0.16,1.77,0.38,-0.07,0.46,1.73,1.63,0.393
Matt Smith,12,187,228,54,12,42,0,53,157,97.52,3383,825,2558,65.35,12,1,0,0,0,1,100.00,0,185,2,226,hustle,2023,195.0,11.0,6.0,5.26,18.42,23.68,0.69,0.28,4.0,11.0,15.0,5.26,0.44,21.55,0.0,0.0,0.0,23.27,0.13,0.27,14.79,5.25,0.7,5.29,17.94,0.63,4.04,10.79,21.32,224.45,5.19,4.24,1.13,1.77,-1.27,2.39,0.97,0.28,0.16,0.1,3.06,-0.94,1.82,-0.05,1.85,0.79,0.46,-1.13,-0.39,1.15,-0.81,1.34,0.393
Dean Ramsey,13,243,215,32,12,20,13,43,40,93.02,1733,235,1498,58.6,6,2,0,0,0,0,--,111,116,127,263,hustle,2023,195.0,11.0,6.0,5.58,9.3,14.88,0.19,0.18,1.0,7.0,8.0,2.79,0.93,43.32,5.35,1009.09,216.67,14.84,5.25,0.17,8.09,2.89,0.23,5.6,9.2,1.11,1.18,6.96,42.11,259.71,124.82,968.73,0.18,0.54,1.82,1.69,-0.06,-0.4,-0.7,0.1,0.86,-0.8,0.61,-0.64,1.04,4.01,0.93,0.74,3.55,0.42,1.72,1.57,0.393
Justin Burnett,11,191,121,18,9,9,21,32,44,89.8,960,305,655,47.93,4,5,1,2,0,2,66.67,1,3,188,199,hustle,2023,195.0,11.0,6.0,7.44,7.44,14.88,0.36,0.17,3.0,5.0,8.0,3.31,4.13,21.82,10.99,9.09,350.0,14.81,10.38,0.16,8.15,3.44,0.41,7.33,7.41,4.2,3.15,5.08,21.38,198.24,179.6,16.11,2.15,-0.24,3.73,0.92,-0.55,-0.63,-0.67,-0.18,-0.24,-0.37,-0.35,-0.57,-0.24,0.83,0.12,1.65,-0.36,-0.18,2.1,0.85,0.393
Austin Taylor,13,267,323,53,44,9,0,31,510,95.15,5358,4217,1141,60.06,38,21,0,1,0,27,75.00,1,258,9,313,hustle,2023,195.0,11.0,6.0,13.62,2.79,16.41,1.58,0.12,13.0,4.0,17.0,11.76,6.5,10.51,0.0,9.09,0.0,16.34,0.09,0.12,16.79,11.56,1.56,13.39,2.92,6.45,12.76,4.06,10.67,309.28,11.07,11.85,26.31,1.72,-1.27,0.86,2.21,3.21,2.77,3.03,-0.24,1.89,0.21,3.34,1.22,-0.85,1.56,-1.03,-0.36,1.33,-0.81,1.62,0.393
Bobby Ley,13,259,314,48,39,9,3,28,460,94.85,4688,3582,1106,60.51,25,23,0,0,0,28,77.78,0,259,0,303,hustle,2023,195.0,11.0,6.0,12.42,2.87,15.29,1.46,0.11,11.0,4.0,15.0,7.96,7.32,10.19,1.16,0.0,50.0,15.25,1.22,0.11,14.85,7.87,1.45,12.22,3.0,7.25,10.81,4.06,10.37,299.48,2.41,3.12,27.26,1.44,-0.56,0.65,1.79,1.74,2.4,2.57,-0.24,2.18,0.17,2.71,1.27,-0.89,1.43,-1.16,-0.39,0.43,-0.4,0.45,0.393
Liam Haberfield,8,144,167,31,18,13,3,28,195,97.01,2438,1390,1048,60.48,13,5,0,1,0,6,75.00,0,138,6,165,hustle,2023,195.0,11.0,6.0,10.78,7.78,18.56,1.17,0.19,8.0,6.0,15.0,7.78,2.99,12.5,2.08,0.0,50.0,18.3,2.13,0.18,14.72,7.62,1.16,10.51,7.74,3.1,7.83,6.0,12.7,166.36,10.07,5.71,5.89,0.48,-0.56,0.65,0.38,0.39,0.45,0.65,0.16,-0.37,0.1,0.51,1.27,-0.55,-0.31,-1.08,-0.39,0.58,-0.4,0.68,0.393
Christian Olsen,13,228,272,35,13,22,3,26,391,97.51,3634,2442,1192,62.5,31,10,1,2,0,3,75.00,0,211,17,282,hustle,2023,195.0,11.0,6.0,4.78,8.09,12.87,1.44,0.11,9.0,4.0,13.0,11.4,3.68,9.29,1.32,0.0,50.0,12.91,1.38,0.11,12.89,11.17,1.42,4.82,8.05,3.73,8.86,4.07,9.53,278.7,19.16,3.58,3.04,0.71,-0.56,0.51,1.13,2.42,1.89,0.19,1.06,0.33,0.26,1.57,1.51,-1.03,1.17,-0.91,-0.39,1.28,-0.4,1.76,0.393
Max Thorne,8,131,158,28,12,16,1,26,170,98.84,2296,1228,1068,63.92,16,2,0,1,0,4,80.00,0,130,1,156,hustle,2023,195.0,11.0,6.0,7.59,10.13,17.72,1.08,0.2,8.0,7.0,15.0,10.13,1.27,13.51,0.76,0.0,16.67,17.5,0.89,0.19,14.7,9.82,1.08,7.5,9.94,1.49,7.82,6.94,13.66,157.96,5.58,6.01,4.0,0.32,-1.04,0.51,0.29,0.73,0.26,0.1,0.46,-0.8,0.12,0.35,1.68,-0.4,-0.42,-1.15,-0.39,0.86,-0.68,0.96,0.393
Jeremy Langdon,10,170,148,26,15,11,7,24,103,93.64,1758,634,1124,53.38,9,7,1,2,0,3,75.00,4,69,101,193,hustle,2023,195.0,11.0,6.0,10.14,7.43,17.57,0.7,0.14,4.0,8.0,12.0,6.08,4.73,17.07,4.12,36.36,116.67,17.34,4.05,0.13,11.87,6.01,0.72,9.88,7.4,4.75,4.06,7.87,17.0,192.75,99.54,40.45,3.06,0.2,0.39,0.37,-0.05,-0.06,-0.23,0.37,-0.04,-0.09,0.19,-0.24,0.42,0.13,0.05,0.35,-0.25,0.03,0.18,0.14,0.393
JP Burns,13,251,168,29,21,8,4,23,99,90.0,1512,1038,474,52.38,11,10,0,0,0,9,60.00,10,22,229,273,hustle,2023,195.0,11.0,6.0,12.5,4.76,17.26,0.59,0.09,6.0,3.0,9.0,6.55,5.95,15.27,1.59,90.91,66.67,17.08,1.67,0.08,9.06,6.46,0.61,12.13,4.89,5.9,5.94,3.17,15.31,268.28,220.52,91.48,8.72,0.37,-0.32,0.3,-0.2,0.16,-0.26,0.92,-0.34,0.33,-0.55,0.16,0.3,-0.14,1.05,2.27,-0.04,0.08,-0.2,0.02,0.393
Lukas McClamrock,6,81,98,18,2,16,5,16,60,90.91,843,267,576,59.18,12,6,0,1,0,0,--,0,70,11,97,hustle,2023,195.0,11.0,6.0,2.04,16.33,18.37,0.61,0.2,3.0,6.0,9.0,12.24,6.12,14.05,6.17,0.0,83.33,17.97,5.88,0.18,9.09,11.57,0.65,2.41,15.47,6.02,3.19,6.0,14.23,105.52,17.2,9.35,0.37,-0.24,-0.08,-0.19,-0.62,0.28,-0.55,-0.82,0.46,-0.23,-0.44,-0.61,1.11,-0.32,-1.16,-1.0,-0.39,-0.09,-0.12,-0.2,0.393
Trip Crowley,5,76,81,15,3,12,2,14,23,85.19,661,28,633,54.32,2,3,0,0,0,0,--,0,58,18,79,hustle,2023,195.0,11.0,6.0,3.7,14.81,18.52,0.28,0.18,0.0,8.0,8.0,2.47,3.7,28.74,2.63,0.0,33.33,18.02,2.67,0.16,8.22,2.75,0.36,3.95,13.95,3.84,0.55,7.78,27.34,91.09,24.59,11.1,0.44,-0.41,-0.8,-0.33,-0.74,-0.85,-0.82,-0.73,0.06,-0.66,-0.37,-0.85,0.53,1.85,-1.39,-0.9,-0.39,-0.32,-0.54,-0.78,0.393
Bradley Seuntjens,11,186,111,6,2,4,9,13,49,94.23,462,157,305,51.35,6,2,0,0,0,0,--,1,0,186,215,hustle,2023,195.0,11.0,6.0,1.8,3.6,5.41,0.44,0.07,1.0,3.0,4.0,5.41,1.8,9.43,4.84,9.09,150.0,6.12,4.69,0.06,4.5,5.38,0.49,2.15,3.88,2.06,1.33,3.25,9.97,212.85,177.07,16.69,0.33,-0.92,0.87,-0.4,-0.86,-0.4,-0.63,-0.82,-0.74,-0.8,-0.75,-0.72,0.17,-1.01,0.32,1.62,-0.36,-0.03,0.44,0.19,0.393
Jakeem Polk,12,183,119,12,2,10,6,12,16,84.21,555,-13,568,55.46,0,3,0,3,0,0,--,81,3,180,210,hustle,2023,195.0,11.0,6.0,1.68,8.4,10.08,0.13,0.07,-0.0,5.0,5.0,0.0,2.52,34.69,3.28,736.36,100.0,10.38,3.26,0.06,5.39,0.39,0.2,2.01,8.29,2.71,0.39,5.08,33.24,208.37,172.09,687.11,0.31,-0.58,0.15,-0.47,-0.8,-1.08,-0.88,-0.82,-0.14,-0.66,-0.45,-0.89,0.67,2.73,0.26,1.53,2.49,-0.3,0.55,-0.17,0.393
Kennith Taylor,7,111,85,9,5,4,6,12,53,96.36,692,299,393,63.53,5,2,0,1,0,1,50.00,0,25,86,129,hustle,2023,195.0,11.0,6.0,5.88,4.71,10.59,0.62,0.11,4.0,5.0,8.0,5.88,2.35,13.06,5.41,0.0,100.0,10.95,5.16,0.1,8.21,5.79,0.66,5.89,4.95,2.63,4.11,5.11,13.37,135.32,85.16,10.63,1.32,-0.75,0.15,-0.47,-0.72,-0.51,-0.6,-0.54,-0.74,-0.8,-0.65,-0.58,1.64,-0.47,-0.76,0.12,-0.39,-0.09,0.01,-0.13,0.393
Tanner Robinson,7,94,72,11,5,6,5,10,35,85.37,376,150,226,47.22,3,5,0,1,0,0,--,1,1,93,108,hustle,2023,195.0,11.0,6.0,6.94,8.33,15.28,0.49,0.11,2.0,3.0,5.0,4.17,6.94,10.74,5.32,9.09,83.33,15.12,5.04,0.1,5.61,4.27,0.55,6.83,8.17,6.7,2.37,3.37,11.38,117.88,91.17,20.3,0.49,-0.64,-0.08,-0.61,-0.92,-0.74,-0.74,-0.54,-0.54,-0.37,-0.84,-0.73,-0.32,-0.81,-1.02,0.23,-0.36,-0.46,-0.12,-0.77,0.393
Bradley Fleming,10,104,64,7,4,3,3,9,28,96.55,287,134,153,50.0,1,1,0,0,1,0,--,0,0,104,134,hustle,2023,195.0,11.0,6.0,6.25,4.69,10.94,0.44,0.09,2.0,2.0,4.0,1.56,1.56,10.25,2.88,0.0,50.0,11.35,2.9,0.08,4.81,2.02,0.52,6.22,5.0,2.02,2.41,2.54,11.03,141.43,100.49,13.65,0.54,-0.86,-0.56,-0.68,-0.97,-0.97,-0.79,-0.64,-0.84,-0.94,-0.92,-0.74,0.01,-0.88,-0.69,0.39,-0.39,-0.21,-0.4,-0.54,0.393
Mischa Freystaetter,5,85,79,10,8,2,3,9,48,94.12,1167,368,799,48.1,5,3,0,1,0,0,0.00,0,53,32,96,hustle,2023,195.0,11.0,6.0,10.13,2.53,12.66,0.61,0.11,5.0,10.0,15.0,6.33,3.8,24.31,3.53,0.0,50.0,12.81,3.47,0.1,14.44,6.18,0.65,9.67,3.03,3.93,5.0,9.55,23.38,106.45,37.17,11.35,0.45,-0.69,-0.56,-0.68,-0.42,-0.51,-0.64,-0.27,-0.94,-0.66,-0.18,-0.51,-0.22,1.2,-1.17,-0.69,-0.39,-0.18,-0.4,-0.49,0.393
Tyler Randall,7,106,57,7,2,5,3,9,39,97.5,360,166,194,54.39,6,1,0,0,0,1,100.00,0,0,106,120,hustle,2023,195.0,11.0,6.0,3.51,8.77,12.28,0.68,0.08,3.0,3.0,6.0,10.53,1.75,9.23,2.83,0.0,50.0,12.54,2.86,0.07,6.6,9.7,0.73,3.88,8.51,2.24,3.3,3.45,10.24,130.3,101.82,15.07,1.45,-0.86,-0.56,-0.68,-0.93,-0.4,-0.71,-0.82,-0.64,-0.94,-0.87,-0.71,0.54,-1.04,-0.87,0.42,-0.39,-0.04,-0.4,-0.27,0.393
Evan Swiatek,15,346,423,86,37,49,9,77,315,93.75,6065,1872,4193,50.83,28,13,1,5,0,11,84.62,0,295,51,369,sol,2023,233.0,15.0,7.0,8.75,11.58,20.33,0.74,0.22,4.0,10.0,14.0,6.62,3.07,19.25,2.6,0.0,128.57,20.18,2.61,0.21,13.91,6.58,0.75,8.69,11.47,3.11,4.02,9.91,19.17,364.84,51.62,2.33,10.84,3.56,0.87,4.06,2.66,2.08,1.33,2.39,3.76,0.76,3.68,1.0,0.11,0.45,2.26,-0.4,-0.39,1.58,0.43,2.66,0.236
Joey Wylie,15,323,273,37,13,24,18,45,156,95.12,2750,954,1796,50.92,17,6,1,4,0,0,0.00,1,82,241,364,sol,2023,233.0,15.0,7.0,4.76,8.79,13.55,0.57,0.14,3.0,7.0,10.0,6.23,2.2,17.63,5.57,6.67,257.14,13.57,5.48,0.14,10.0,6.19,0.59,4.8,8.73,2.3,3.07,6.96,17.57,357.82,235.24,10.0,0.14,0.82,3.01,1.83,0.57,0.84,0.16,0.19,1.26,-0.23,0.95,0.08,0.12,0.21,2.2,2.45,-0.37,0.85,1.68,2.21,0.236
Kyle Henke,15,353,417,64,27,37,9,40,302,91.24,5741,2148,3593,49.64,31,25,0,8,1,10,38.46,5,299,54,360,sol,2023,233.0,15.0,7.0,6.47,8.87,15.35,0.72,0.11,5.0,9.0,14.0,7.43,6.0,19.01,2.55,33.33,128.57,15.32,2.56,0.11,13.91,7.37,0.73,6.46,8.83,5.98,5.0,8.93,18.94,356.0,54.56,34.91,9.86,2.33,0.87,1.48,2.45,2.42,1.24,1.47,2.56,2.46,2.99,1.27,-0.03,0.41,2.15,-0.36,-0.26,0.4,0.46,0.86,0.236
Mark Evans,14,314,394,60,36,24,8,35,313,90.72,5939,2704,3235,49.49,28,26,4,7,0,29,72.50,1,308,6,323,sol,2023,233.0,15.0,7.0,9.14,6.09,15.23,0.79,0.11,7.0,8.0,15.0,7.11,6.6,18.97,2.55,6.67,114.29,15.2,2.56,0.11,14.88,7.06,0.8,9.06,6.11,6.56,6.95,7.95,18.9,319.68,7.78,9.0,28.38,2.11,0.63,1.13,2.58,2.08,1.32,2.3,1.26,2.6,2.59,1.83,-0.05,0.41,1.68,-1.08,-0.37,0.25,0.3,0.55,0.236
Duncan Fitzgerald,14,315,389,61,39,22,8,31,567,92.8,5154,4018,1136,49.36,31,37,1,1,0,18,75.00,0,299,16,325,sol,2023,233.0,15.0,7.0,10.03,5.66,15.68,1.46,0.1,10.0,3.0,13.0,7.97,9.51,9.09,2.54,0.0,114.29,15.64,2.55,0.1,12.92,7.9,1.45,9.93,5.69,9.4,9.87,3.08,9.26,321.59,17.55,2.53,17.65,2.16,0.63,0.86,2.08,2.42,3.19,2.57,1.06,4.16,0.2,3.14,-0.06,-1.06,1.71,-0.93,-0.39,-0.25,0.29,-0.23,0.236
Mark Henke,15,216,149,25,7,18,8,31,56,98.25,1112,308,804,53.69,10,1,0,1,0,0,--,0,13,203,248,sol,2023,233.0,15.0,7.0,4.7,12.08,16.78,0.38,0.14,2.0,5.0,7.0,6.71,0.67,19.86,3.7,0.0,114.29,16.61,3.66,0.13,7.19,6.6,0.42,4.78,11.76,0.94,2.19,5.06,19.62,244.29,195.14,6.35,0.25,0.15,0.63,0.86,-0.45,0.05,-0.58,-0.36,0.66,-0.94,-0.18,-0.57,0.46,0.54,0.74,1.88,-0.39,0.55,0.29,1.0,0.236
Reese Bowman,15,255,207,30,15,15,8,28,114,91.94,1939,881,1058,49.28,5,10,0,0,1,4,50.00,29,67,188,265,sol,2023,233.0,15.0,7.0,7.25,7.25,14.49,0.55,0.11,4.0,5.0,9.0,2.42,4.83,17.01,3.14,193.33,114.29,14.47,3.13,0.1,9.05,2.54,0.57,7.19,7.24,4.84,4.05,5.05,16.96,261.5,182.93,189.08,4.0,0.43,0.63,0.65,0.06,-0.51,-0.15,0.37,0.36,0.33,0.11,0.01,-0.07,0.12,0.95,1.65,0.36,-0.17,0.43,-0.03,0.236
Eric Brodbeck,15,222,212,28,9,19,9,27,129,92.14,1917,776,1141,53.77,11,10,0,0,0,5,71.43,2,94,128,261,sol,2023,233.0,15.0,7.0,4.25,8.96,13.21,0.61,0.12,4.0,5.0,9.0,5.19,4.72,14.86,4.05,13.33,128.57,13.25,4.0,0.11,9.05,5.18,0.63,4.33,8.87,4.73,4.05,5.05,14.91,257.76,125.75,17.28,4.95,0.32,0.87,0.58,0.05,0.16,-0.04,-0.18,0.76,0.33,0.21,-0.1,0.46,-0.2,0.9,0.75,-0.34,-0.01,0.44,0.22,0.236
Elliott Moore,13,200,158,29,23,6,7,22,135,90.0,1720,1115,605,53.8,7,14,1,0,0,3,42.86,10,26,174,235,sol,2023,233.0,15.0,7.0,14.56,3.8,18.35,0.85,0.11,7.0,4.0,11.0,4.43,8.86,12.74,3.5,66.67,100.0,18.09,3.47,0.1,10.94,4.46,0.86,14.05,3.99,8.63,6.88,4.12,12.93,232.26,168.29,68.71,3.06,0.37,0.39,0.23,-0.07,-0.29,0.0,1.11,-0.54,0.9,-0.4,0.24,0.47,-0.52,0.58,1.44,-0.13,-0.44,0.2,-0.57,0.236
Noah Chambers,13,234,303,25,8,17,1,21,84,93.33,2115,560,1555,48.18,8,3,0,2,0,2,100.00,0,224,10,247,sol,2023,233.0,15.0,7.0,2.64,5.61,8.25,0.28,0.09,2.0,5.0,7.0,2.64,0.99,25.18,0.43,0.0,14.29,8.43,0.51,0.09,7.1,2.72,0.3,2.75,5.65,1.12,2.1,5.03,24.89,245.15,12.17,3.23,2.06,0.15,-1.04,0.16,0.18,-0.18,-0.37,-0.27,0.56,-0.66,0.68,-0.32,-0.21,1.33,0.73,-1.02,-0.39,0.37,-0.68,0.21,0.236
Oliver Fay,13,231,156,18,8,10,9,21,54,90.0,1148,263,885,48.72,9,5,0,1,0,0,0.00,84,35,196,238,sol,2023,233.0,15.0,7.0,5.13,6.41,11.54,0.35,0.09,2.0,6.0,7.0,5.77,3.21,21.26,3.9,560.0,128.57,11.69,3.85,0.08,7.18,5.72,0.39,5.18,6.45,3.32,2.18,6.0,20.94,235.05,188.89,532.35,0.24,-0.24,0.87,0.16,-0.43,-0.06,-0.6,-0.27,-0.14,-0.37,-0.09,-0.61,-0.14,0.75,0.61,1.77,1.8,0.05,0.84,0.53,0.236
Matthew Armour,12,238,201,27,17,10,9,20,127,90.07,2050,1106,944,46.77,12,12,0,4,0,4,40.00,1,60,178,272,sol,2023,233.0,15.0,7.0,8.46,4.98,13.43,0.63,0.08,6.0,5.0,10.0,5.97,5.97,16.14,3.78,6.67,128.57,13.46,3.74,0.08,10.0,5.92,0.65,8.34,5.08,5.92,5.95,5.05,16.13,268.07,173.26,11.14,4.0,0.26,0.87,0.09,0.13,0.28,-0.06,0.56,-0.14,0.62,-0.02,0.23,-0.38,-0.01,1.04,1.5,-0.37,-0.07,0.43,0.12,0.236
Jackson Potts,13,227,164,21,14,7,9,18,103,89.57,1560,849,711,50.61,6,11,0,1,0,4,57.14,104,45,182,221,sol,2023,233.0,15.0,7.0,8.54,4.27,12.8,0.63,0.08,5.0,4.0,10.0,3.66,6.71,15.15,3.96,693.33,128.57,12.87,3.9,0.08,10.0,3.74,0.65,8.39,4.43,6.61,5.0,4.11,15.2,219.16,176.02,659.29,4.0,-0.08,0.87,-0.05,-0.17,-0.4,-0.23,0.28,-0.44,0.48,-0.28,-0.03,0.09,-0.16,0.4,1.56,2.32,-0.42,0.94,-0.14,0.236
Mick Walter,14,191,127,12,2,10,10,17,55,93.22,905,329,576,54.33,9,4,0,1,0,0,--,0,20,171,188,sol,2023,233.0,15.0,7.0,1.57,7.87,9.45,0.43,0.09,3.0,5.0,7.0,7.09,3.15,16.45,5.24,0.0,142.86,9.78,5.08,0.08,7.22,6.94,0.47,1.89,7.81,3.29,3.15,5.07,16.42,188.07,164.21,7.37,0.29,-0.58,1.11,-0.12,-0.58,-0.06,-0.59,-0.82,-0.14,-0.52,-0.44,-0.55,0.53,0.03,-0.02,1.4,-0.39,0.01,0.57,0.32,0.236
Joshua Zdrodowski,10,120,68,14,4,10,5,16,20,86.96,593,294,299,58.82,1,3,0,0,0,4,80.00,62,9,111,126,sol,2023,233.0,15.0,7.0,5.88,14.71,20.59,0.29,0.13,4.0,4.0,9.0,1.47,4.41,29.65,4.17,413.33,71.43,19.75,4.02,0.11,9.13,1.92,0.38,5.9,13.72,4.49,4.13,4.26,27.9,134.08,106.77,373.29,4.0,-0.47,-0.08,-0.19,-0.78,-0.97,-0.85,-0.64,-0.14,-0.66,-0.75,-0.58,1.07,1.99,-0.8,0.5,1.22,-0.25,0.18,-0.29,0.236
Brandon Dial,9,131,77,10,5,5,6,15,35,97.22,467,206,261,61.04,2,1,0,0,0,0,--,0,3,128,145,sol,2023,233.0,15.0,7.0,6.49,6.49,12.99,0.45,0.11,3.0,3.0,6.0,2.6,1.3,13.34,4.58,0.0,85.71,13.11,4.4,0.1,6.46,2.88,0.51,6.43,6.55,1.73,3.23,3.34,13.65,150.06,122.25,11.61,0.46,-0.69,0.15,-0.26,-0.86,-0.85,-0.74,-0.54,-0.64,-0.94,-0.8,-0.67,1.34,-0.43,-0.56,0.75,-0.39,-0.1,0.01,-0.15,0.236
Michael Matthis,9,145,144,16,5,11,2,12,62,93.94,1039,274,765,48.61,6,4,1,2,0,0,0.00,0,91,54,166,sol,2023,233.0,15.0,7.0,3.47,7.64,11.11,0.43,0.08,2.0,5.0,7.0,4.17,2.78,16.76,1.38,0.0,28.57,11.3,1.49,0.07,7.19,4.22,0.47,3.63,7.6,2.92,2.19,5.06,16.71,167.49,55.56,6.56,0.26,-0.36,-0.8,-0.47,-0.5,-0.4,-0.54,-0.54,-0.04,-0.52,-0.22,-0.6,-0.15,0.08,-0.29,-0.36,-0.39,-0.08,-0.54,-0.41,0.236
Shane Worthington,7,87,65,8,2,6,3,8,20,86.96,367,186,181,61.54,2,3,0,0,0,1,50.00,0,3,84,107,sol,2023,233.0,15.0,7.0,3.08,9.23,12.31,0.31,0.09,3.0,3.0,6.0,3.08,4.62,18.35,3.45,0.0,42.86,12.54,3.39,0.08,6.53,3.34,0.4,3.47,8.93,4.67,3.27,3.4,18.04,117.93,83.2,13.47,1.4,-0.8,-0.56,-0.75,-0.92,-0.85,-0.85,-0.82,-0.54,-0.66,-0.89,-0.69,1.4,0.31,-1.03,0.09,-0.39,-0.35,-0.4,-0.75,0.236
Eric Carter,12,119,77,7,6,1,3,7,81,97.59,671,541,130,62.34,6,2,0,1,0,3,75.00,1,1,118,152,sol,2023,233.0,15.0,7.0,7.79,1.3,9.09,1.05,0.06,7.0,2.0,9.0,7.79,2.6,8.28,2.52,6.67,42.86,9.65,2.58,0.05,9.11,7.47,1.04,7.58,1.96,2.88,6.77,2.46,9.17,156.25,113.4,17.51,3.11,-0.86,-0.56,-0.82,-0.73,-0.4,-0.4,-0.45,-1.04,-0.8,-0.94,-0.33,1.49,-1.18,-0.47,0.6,-0.37,0.01,-0.4,-0.2,0.236
Chris Cassella,3,52,69,7,2,5,2,5,36,83.72,366,176,190,49.28,0,4,0,0,0,1,50.00,2,37,15,53,sol,2023,233.0,15.0,7.0,2.9,7.25,10.14,0.52,0.1,3.0,3.0,5.0,0.0,5.8,10.17,3.85,13.33,28.57,10.63,3.74,0.09,5.63,0.63,0.58,3.29,7.22,5.7,3.25,3.38,10.91,70.22,22.97,24.43,1.38,-0.86,-0.8,-0.96,-0.92,-1.08,-0.73,-0.82,-0.64,-0.52,-0.88,-0.7,-0.07,-0.9,-1.71,-0.94,-0.34,-0.59,-0.53,-1.19,0.236
Simon Carapella,12,209,257,45,8,37,4,36,131,92.25,2971,297,2674,49.42,12,9,0,4,0,1,25.00,0,189,20,249,glory,2023,170.0,11.0,5.0,3.11,14.4,17.51,0.51,0.17,1.0,10.0,12.0,4.67,3.5,22.68,1.91,0.0,80.0,17.38,1.95,0.16,11.93,4.68,0.53,3.22,14.12,3.56,1.15,9.85,22.43,246.75,22.17,3.78,1.11,1.27,-0.32,1.2,0.71,0.28,-0.03,-0.27,2.56,0.19,1.95,-0.58,-0.06,0.96,0.75,-0.87,-0.39,0.22,-0.26,0.2,-0.203
Ray Tetreault,12,198,242,41,19,22,3,33,140,95.24,3013,1012,2001,53.72,15,7,1,4,0,8,80.00,0,191,7,233,glory,2023,170.0,11.0,5.0,7.85,9.09,16.94,0.58,0.17,4.0,8.0,12.0,6.2,2.89,21.52,1.52,0.0,60.0,16.82,1.58,0.16,11.92,6.15,0.6,7.78,9.01,2.97,4.04,7.92,21.3,231.25,9.82,4.01,7.84,1.04,-0.56,0.99,0.74,0.61,0.04,0.74,1.06,-0.09,1.18,0.14,0.46,0.78,0.55,-1.06,-0.39,0.61,-0.4,0.73,-0.203
Rocco Linehan,13,206,164,29,22,7,12,25,136,90.07,2097,1271,826,51.83,10,15,0,1,1,10,71.43,64,70,136,257,glory,2023,170.0,11.0,5.0,13.41,4.27,17.68,0.83,0.12,8.0,5.0,13.0,6.1,9.15,15.42,5.83,581.82,240.0,17.47,5.67,0.11,12.83,6.04,0.84,12.98,4.43,8.91,7.83,5.06,15.45,253.09,132.67,554.19,9.66,0.37,1.58,0.44,0.16,0.05,0.01,1.02,-0.44,1.04,-0.15,0.4,0.23,-0.12,0.85,0.87,1.88,-0.35,1.27,0.14,-0.203
Tanner Halkyard,12,201,246,38,19,19,5,25,108,86.4,2937,964,1973,43.5,12,17,1,1,0,5,71.43,0,185,16,226,glory,2023,170.0,11.0,5.0,7.72,7.72,15.45,0.44,0.12,4.0,8.0,12.0,4.88,6.91,27.19,2.49,0.0,100.0,15.39,2.51,0.12,11.92,4.88,0.46,7.65,7.69,6.84,4.04,7.92,26.75,224.55,18.42,3.95,4.96,0.88,-0.08,0.44,0.69,0.28,-0.2,0.74,0.76,1.33,1.15,0.09,-0.77,1.62,0.46,-0.93,-0.39,-0.44,-0.12,-0.74,-0.203
Topher Davis,9,140,161,22,8,14,4,21,82,94.25,1313,581,732,56.52,5,5,0,0,0,4,80.00,5,114,26,164,glory,2023,170.0,11.0,5.0,4.97,8.7,13.66,0.51,0.15,4.0,5.0,8.0,3.11,3.11,16.01,2.86,45.45,80.0,13.68,2.87,0.14,8.12,3.22,0.54,5.03,8.6,3.22,4.06,5.06,16.01,165.46,29.04,48.7,4.0,-0.02,-0.32,0.16,-0.33,-0.51,-0.39,-0.27,0.26,-0.37,-0.26,-0.29,0.79,-0.03,-0.32,-0.78,-0.22,-0.05,-0.23,-0.2,-0.203
