Player,G,PP,POS,SCR,AST,GLS,BLK,+/-,Cmp,Cmp%,Y,TY,RY,OEFF,HA,T,S,D,C,Hck,Hck%,Pul,OPP,DPP,MP,Team,Year,AST/POS %,GLS/POS %,SCR/POS %,CMP/POS,BLK/PP %,PM/PP,TY/POS,RY/POS,Y/POS,HA/POS %,T/POS %,Y/CMP,team_avg_min,SCR_adj,BLK_adj,+/-_adj,Y_adj,HA_adj,Cmp_adj,AST_adj,GLS_adj,T_adj,TY_adj,RY_adj,Y/CMP_adj,MP_adj,SCR_Z,BLK_Z,PM_Z,Y_Z,HA_Z,CMP_Z,AST_Z,GLS_Z,T_Z,RY_Z,TY_Z,OEFF_Z,YperCMP_Z,MP_z,DPP_Z,MP_Z,Offensive_Value,Defensive_Value,Score,team_avg_scr
Caden Sigerud,11,187,105,8,2,6,5,10,59,98.33,820,253,567,42.86,4,1,0,2,0,1,100.00,0,25,162,212,growlers,2023,1.9,5.71,7.62,0.56,2.67,0.05,2.0,5.0,8.0,3.81,0.95,13.9,182.0,8.52,4.83,9.13,749.57,4.09,53.96,2.35,6.09,1.35,231.43,518.22,14.08,210.0,-0.81,-0.1,-0.6,-0.64,-0.64,-0.56,-0.81,-0.56,-0.94,-0.46,-0.62,-0.84,-0.34,0.24,1.26,0.24,-0.17,-0.11,-0.177,-0.086
Jimmy McGuinness,8,95,52,3,2,1,9,9,19,86.36,270,30,240,38.46,2,3,0,0,0,1,50.00,0,6,89,105,growlers,2023,3.85,1.92,5.77,0.37,9.47,0.09,1.0,5.0,5.0,3.85,5.77,14.21,182.0,4.77,8.03,7.55,228.06,2.48,16.1,2.65,1.97,3.32,25.97,202.26,14.5,118.55,-1.03,0.72,-0.72,-0.97,-0.83,-0.85,-0.79,-0.99,-0.65,-0.82,-0.83,-1.37,-0.3,-1.04,0.17,-1.04,-0.44,0.67,-0.25,-0.086
Kyle Rubin,8,179,220,20,10,10,3,9,122,89.05,1992,865,1127,50.0,14,13,0,1,1,3,42.86,0,179,0,198,growlers,2023,4.55,4.55,9.09,0.55,1.68,0.05,4.0,5.0,9.0,6.36,5.91,16.33,182.0,19.74,3.0,8.61,1905.83,13.61,116.74,9.83,9.87,12.65,827.61,1078.26,16.32,197.61,-0.15,-0.57,-0.64,0.11,0.49,-0.08,-0.1,-0.16,0.75,0.2,-0.0,0.01,0.02,0.06,-1.16,0.06,-0.32,-0.4,-0.342,-0.086
Ethan Li,9,147,102,8,4,4,2,6,98,94.23,860,556,304,47.06,7,4,0,0,0,0,0.00,42,37,110,166,growlers,2023,3.92,3.92,7.84,0.96,1.36,0.04,5.0,3.0,8.0,6.86,3.92,8.78,182.0,8.54,2.09,5.46,784.11,6.82,89.34,4.18,4.27,4.09,506.8,277.39,9.42,168.05,-0.81,-0.8,-0.86,-0.61,-0.32,-0.29,-0.64,-0.75,-0.53,-0.74,-0.33,-0.34,-1.1,-0.35,0.48,-0.35,-0.12,-0.5,-0.151,-0.086
Collin Gall,7,117,113,9,4,5,1,5,92,96.84,966,720,246,46.9,5,2,0,3,0,3,75.00,0,68,49,122,growlers,2023,3.54,4.42,7.96,0.81,0.85,0.04,6.0,2.0,9.0,4.42,1.77,10.5,182.0,9.41,1.16,4.59,888.28,5.0,84.6,4.16,5.16,2.24,661.87,226.49,10.95,127.45,-0.76,-1.04,-0.93,-0.55,-0.53,-0.33,-0.64,-0.65,-0.81,-0.8,-0.17,-0.36,-0.85,-0.92,-0.43,-0.92,0.02,-0.57,-0.032,-0.086
Reggie Sung,11,119,75,7,1,6,4,5,22,81.48,355,89,266,38.67,2,4,0,2,0,0,--,0,5,114,149,growlers,2023,1.33,8.0,9.33,0.29,3.36,0.04,1.0,4.0,5.0,2.67,5.33,16.14,182.0,7.82,3.88,4.41,314.41,2.35,19.53,1.59,6.12,4.12,79.12,235.41,16.12,153.71,-0.85,-0.34,-0.94,-0.92,-0.84,-0.82,-0.89,-0.55,-0.53,-0.79,-0.77,-1.35,-0.01,-0.55,0.54,-0.55,-0.36,-0.15,-0.307,-0.086
Trevor Purdy,7,111,75,5,1,4,4,5,15,78.95,352,9,343,37.33,1,4,0,0,0,0,0.00,17,27,84,119,growlers,2023,1.33,5.33,6.67,0.2,3.6,0.05,0.0,5.0,5.0,1.33,5.33,23.47,182.0,6.06,3.88,4.41,311.76,1.47,13.35,1.59,4.35,4.12,8.53,303.35,22.59,127.24,-0.96,-0.34,-0.94,-0.92,-0.95,-0.87,-0.89,-0.74,-0.53,-0.71,-0.85,-1.51,1.07,-0.92,0.09,-0.92,-0.53,-0.08,-0.392,-0.086
Ben Levinsky,12,156,81,6,4,2,2,3,34,87.18,472,215,257,41.98,1,5,0,0,0,2,100.00,41,5,151,176,growlers,2023,4.94,2.47,7.41,0.42,1.28,0.02,3.0,3.0,6.0,1.23,6.17,13.88,182.0,6.88,2.11,2.67,421.23,1.44,30.37,4.22,2.55,5.0,191.92,229.42,14.11,177.43,-0.91,-0.79,-1.06,-0.85,-0.95,-0.74,-0.63,-0.93,-0.4,-0.79,-0.66,-0.95,-0.35,-0.22,1.1,-0.22,-0.55,-0.51,-0.537,-0.086
Garrett Martin,12,293,361,85,57,28,4,59,344,91.73,6586,3166,3420,50.69,31,24,2,6,0,14,60.87,0,274,19,332,cascades,2023,15.79,7.76,23.55,0.95,1.37,0.2,9.0,9.0,18.0,8.59,6.65,19.15,177.0,83.09,3.97,57.41,6408.75,30.3,334.75,55.63,27.43,23.49,3080.8,3327.98,19.07,328.15,3.57,-0.32,2.84,2.99,2.46,1.57,4.29,1.69,2.37,2.82,2.31,0.1,0.43,1.89,-0.88,1.89,1.06,-0.53,1.234,0.043
Zeppelin Raunig,11,219,258,47,18,29,5,45,168,96.55,4308,1372,2936,50.39,17,4,0,3,0,7,77.78,0,206,13,226,cascades,2023,6.98,11.24,18.22,0.65,2.28,0.21,5.0,11.0,17.0,6.59,1.55,25.64,177.0,45.77,4.93,43.32,4147.63,16.55,161.77,17.55,28.18,4.04,1320.99,2826.67,25.28,224.62,1.38,-0.07,1.83,1.54,0.84,0.26,0.64,1.76,-0.54,2.23,0.5,0.06,1.39,0.44,-0.97,0.44,0.78,-0.12,0.78,0.043
Khalif El-Salaam,7,193,187,44,32,12,7,42,178,95.19,3378,1783,1595,54.55,19,8,0,1,1,17,85.00,34,136,57,191,cascades,2023,17.11,6.42,23.53,0.95,3.63,0.22,10.0,9.0,18.0,10.16,4.28,18.98,177.0,42.48,6.8,39.87,3207.04,18.29,169.02,30.68,11.75,7.85,1692.75,1514.34,18.83,190.9,1.19,0.41,1.59,0.94,1.04,0.31,1.9,0.04,0.03,0.7,0.89,0.56,0.41,-0.03,-0.31,-0.03,0.91,0.29,0.881,0.043
Jack Brown,8,157,180,34,5,29,4,22,86,85.15,2392,555,1837,53.33,12,12,0,4,0,6,42.86,0,120,37,176,cascades,2023,2.78,16.11,18.89,0.48,2.55,0.14,3.0,10.0,13.0,6.67,6.67,27.81,177.0,32.95,3.95,20.84,2266.63,11.63,81.53,5.05,27.84,11.63,526.05,1740.63,27.19,176.68,0.63,-0.32,0.23,0.34,0.25,-0.35,-0.56,1.73,0.59,0.97,-0.31,0.41,1.72,-0.23,-0.61,-0.23,-0.03,-0.18,-0.045,0.043
Jamie Kauffman,9,179,112,17,5,12,7,21,35,92.11,1052,248,804,55.36,5,2,0,1,0,0,0.00,0,43,136,169,cascades,2023,4.46,10.71,15.18,0.31,3.91,0.12,2.0,7.0,9.0,4.46,1.79,30.06,177.0,16.75,6.67,19.28,966.59,5.0,32.21,5.08,11.59,2.25,228.08,738.59,28.91,170.64,-0.33,0.37,0.12,-0.5,-0.53,-0.72,-0.55,0.02,-0.81,-0.2,-0.62,0.66,2.05,-0.31,0.87,-0.31,0.05,0.31,0.074,0.043
Spencer Lofink,7,147,109,23,15,8,7,21,103,90.35,1422,713,709,49.54,5,9,0,0,0,4,40.00,12,47,100,157,cascades,2023,13.76,7.34,21.1,0.94,4.76,0.14,7.0,7.0,13.0,4.59,8.26,13.81,177.0,22.24,6.66,19.24,1303.34,5.0,94.43,14.24,7.92,8.66,653.5,649.92,13.99,159.69,-0.0,0.37,0.12,-0.28,-0.53,-0.25,0.33,-0.36,0.15,-0.3,-0.18,-0.04,-0.36,-0.47,0.33,-0.47,-0.27,0.33,-0.198,0.043
Dominic Jacobs,11,210,122,17,4,13,9,20,36,92.31,916,252,664,43.44,3,3,0,3,0,0,--,1,19,191,217,cascades,2023,3.28,10.66,13.93,0.3,4.29,0.1,2.0,5.0,8.0,2.46,2.46,25.44,177.0,16.77,8.55,18.48,847.36,3.15,33.35,4.15,12.55,3.15,233.29,614.15,24.72,214.88,-0.33,0.85,0.06,-0.57,-0.75,-0.72,-0.64,0.12,-0.67,-0.34,-0.62,-0.77,1.36,0.31,1.7,0.31,-0.05,0.54,0.01,0.043
Marc Munoz,7,163,200,33,19,14,1,16,279,93.62,3593,2054,1539,51.0,14,16,0,2,0,10,66.67,0,159,4,173,cascades,2023,9.5,7.0,16.5,1.4,0.61,0.1,10.0,8.0,18.0,7.0,8.0,12.88,177.0,32.1,1.1,15.24,3422.38,13.57,265.76,18.38,13.67,15.48,1956.43,1466.0,13.03,173.76,0.58,-1.05,-0.17,1.08,0.48,1.05,0.72,0.24,1.17,0.65,1.16,0.13,-0.5,-0.27,-1.11,-0.27,-0.23,-0.68,-0.272,0.043
Parker Howard,10,170,199,24,8,16,5,16,88,91.67,2005,680,1325,45.23,6,8,0,5,0,2,66.67,1,132,38,196,cascades,2023,4.02,8.04,12.06,0.44,2.94,0.09,3.0,7.0,10.0,3.02,4.02,22.78,177.0,23.52,4.9,15.23,1909.55,5.95,83.84,7.9,15.57,7.86,647.7,1261.89,22.46,195.67,0.07,-0.08,-0.17,0.11,-0.42,-0.33,-0.28,0.44,0.03,0.41,-0.19,-0.56,0.97,0.04,-0.6,0.04,-0.28,-0.06,-0.271,0.043
Chris Roach,9,171,120,18,10,8,11,14,38,73.08,1027,468,559,38.33,1,12,1,3,0,2,20.00,85,31,140,180,cascades,2023,8.33,6.67,15.0,0.32,6.43,0.08,4.0,5.0,9.0,0.83,10.0,27.03,177.0,17.69,10.38,12.92,948.77,1.31,35.15,9.69,7.92,11.46,432.38,516.46,26.18,180.69,-0.27,1.32,-0.33,-0.51,-0.97,-0.7,-0.11,-0.36,0.57,-0.46,-0.41,-1.39,1.6,-0.17,0.93,-0.17,-0.76,0.94,-0.595,0.043
Peter Geertz-Larson,12,180,144,11,2,9,4,14,34,91.89,936,277,659,44.44,4,1,0,0,0,1,100.00,0,72,108,190,cascades,2023,1.39,6.25,7.64,0.24,2.22,0.08,2.0,5.0,6.0,2.78,0.69,27.53,177.0,11.19,3.94,13.09,875.87,4.06,31.86,2.26,8.87,1.26,259.34,616.6,26.78,189.94,-0.65,-0.33,-0.32,-0.56,-0.64,-0.73,-0.82,-0.26,-0.96,-0.34,-0.59,-0.65,1.67,-0.04,0.45,-0.04,-0.06,-0.22,-0.079,0.043
Emmet Shipway,10,168,105,14,8,6,1,13,57,93.44,900,534,366,50.48,10,2,0,0,0,4,100.00,17,27,141,169,cascades,2023,7.62,5.71,13.33,0.54,0.6,0.08,5.0,3.0,9.0,9.52,1.9,15.79,177.0,14.0,1.17,11.87,822.61,9.57,52.13,7.83,6.09,2.26,488.0,334.7,15.81,170.74,-0.49,-1.04,-0.41,-0.59,0.01,-0.57,-0.29,-0.56,-0.81,-0.67,-0.35,0.07,-0.06,-0.31,0.95,-0.31,0.37,-0.67,0.26,0.043
Tarik Akyuz,9,155,115,12,4,8,5,13,57,90.48,1100,347,753,53.91,5,4,0,0,0,2,40.00,28,48,107,170,cascades,2023,3.48,6.96,10.43,0.5,3.23,0.08,3.0,7.0,10.0,4.35,3.48,19.3,177.0,12.16,4.84,11.96,1012.8,5.0,52.52,4.16,7.92,4.08,319.64,693.24,19.04,171.52,-0.6,-0.1,-0.4,-0.47,-0.53,-0.57,-0.64,-0.36,-0.53,-0.25,-0.53,0.48,0.46,-0.3,0.44,-0.3,-0.26,-0.02,-0.231,0.043
Brandon Li,8,136,78,6,1,5,6,10,20,86.96,418,73,345,46.15,3,2,0,0,0,1,100.00,0,8,128,153,cascades,2023,1.28,6.41,7.69,0.26,4.41,0.07,1.0,4.0,5.0,3.85,2.56,20.9,177.0,6.91,5.66,8.86,371.64,3.23,17.84,1.57,5.23,2.34,65.27,306.48,20.34,157.09,-0.91,0.11,-0.62,-0.88,-0.74,-0.83,-0.89,-0.65,-0.79,-0.7,-0.79,-0.45,0.69,-0.5,0.75,-0.5,-0.26,0.16,-0.203,0.043
Kenny Lane III,11,244,245,21,13,8,1,8,279,94.58,2570,2028,542,49.8,19,10,0,4,0,6,85.71,39,147,97,274,cascades,2023,5.31,3.27,8.57,1.14,0.41,0.03,8.0,2.0,10.0,7.76,4.08,9.21,177.0,20.73,1.08,7.69,2469.61,18.45,268.1,12.73,7.96,9.8,1948.67,520.98,9.48,270.67,-0.09,-1.06,-0.71,0.47,1.06,1.06,0.18,-0.36,0.32,-0.45,1.15,-0.01,-1.04,1.09,0.29,1.09,0.51,-0.91,0.458,0.043
Jake Shoyer,4,66,64,9,1,8,1,7,43,93.48,755,238,517,53.13,2,2,0,1,0,2,100.00,0,51,15,72,cascades,2023,1.56,12.5,14.06,0.67,1.52,0.11,4.0,8.0,12.0,3.12,3.12,17.56,177.0,9.68,1.27,6.05,654.32,2.41,37.32,1.68,7.86,2.41,206.51,447.95,17.35,87.81,-0.74,-1.01,-0.82,-0.7,-0.84,-0.69,-0.88,-0.37,-0.78,-0.54,-0.64,0.39,0.2,-1.47,-0.94,-1.47,-0.24,-0.46,-0.167,0.043
Louie Bertoncin,10,111,77,4,2,2,4,6,46,97.87,514,325,189,46.75,1,1,0,1,0,0,--,0,39,72,116,cascades,2023,2.6,2.6,5.19,0.6,3.6,0.05,4.0,2.0,7.0,1.3,1.3,11.17,177.0,5.15,3.89,5.31,456.07,1.46,40.83,2.46,2.57,1.46,288.22,167.97,11.73,124.39,-1.01,-0.34,-0.88,-0.82,-0.95,-0.66,-0.8,-0.93,-0.93,-0.86,-0.56,-0.38,-0.75,-0.96,-0.09,-0.96,-0.29,-0.08,-0.218,0.043
Kota Sugahara,9,122,119,5,3,2,6,5,108,95.58,960,748,212,39.5,10,4,0,2,0,2,100.00,0,65,57,139,cascades,2023,2.52,1.68,4.2,0.91,4.92,0.04,6.0,2.0,8.0,8.4,3.36,8.89,177.0,5.7,5.77,4.61,886.36,9.61,99.71,3.23,2.39,4.08,690.4,196.03,9.44,142.88,-0.98,0.14,-0.93,-0.55,0.01,-0.21,-0.73,-0.94,-0.53,-0.83,-0.15,-1.25,-1.09,-0.7,-0.31,-0.7,-0.01,0.21,0.011,0.043
Kamal Raslan,5,97,111,5,4,1,3,4,86,94.51,852,668,184,63.06,7,3,0,1,0,3,60.00,0,97,0,102,cascades,2023,3.6,0.9,4.5,0.77,3.09,0.04,6.0,2.0,8.0,6.31,2.7,9.91,177.0,5.74,3.0,3.67,782.41,6.83,78.98,4.17,1.5,3.17,613.21,169.29,10.41,109.19,-0.97,-0.57,-0.99,-0.62,-0.31,-0.37,-0.64,-1.04,-0.67,-0.86,-0.22,1.58,-0.93,-1.17,-1.16,-1.17,-0.09,-0.2,-0.077,0.043
Nate Wipfler,9,126,112,7,2,5,5,4,26,81.25,493,130,363,43.75,0,5,1,3,0,1,25.00,0,68,58,144,cascades,2023,1.79,4.46,6.25,0.23,3.97,0.03,1.0,3.0,4.0,0.0,4.46,18.96,177.0,7.57,4.84,3.67,453.41,0.41,23.95,2.33,5.16,5.0,119.75,333.74,18.72,147.69,-0.87,-0.1,-0.99,-0.83,-1.07,-0.79,-0.82,-0.65,-0.4,-0.67,-0.73,-0.74,0.41,-0.63,-0.3,-0.63,-0.6,0.03,-0.484,0.043
James Lewis,12,278,354,59,20,39,13,55,251,92.96,5348,1490,3858,49.72,22,17,0,0,0,9,64.29,2,264,14,301,rush,2023,5.65,11.02,16.67,0.71,4.68,0.2,4.0,11.0,15.0,6.21,4.8,21.31,171.0,57.76,12.73,53.49,5201.35,21.53,244.13,19.62,38.12,16.67,1449.2,3752.18,21.16,297.92,2.08,1.92,2.56,2.22,1.42,0.88,0.84,2.81,1.35,3.31,0.64,-0.02,0.75,1.47,-0.96,1.47,0.12,1.08,0.287,-0.088
Ty Barbieri,9,212,276,63,24,39,4,51,159,88.83,4364,1334,3030,47.46,12,15,0,1,0,14,63.64,1,199,13,246,rush,2023,8.7,14.13,22.83,0.58,1.89,0.24,5.0,11.0,16.0,4.35,5.43,27.45,171.0,61.29,3.97,49.22,4211.76,11.76,153.48,23.37,37.88,14.65,1287.53,2924.27,27.05,244.01,2.29,-0.32,2.25,1.58,0.27,0.19,1.2,2.78,1.05,2.35,0.47,-0.29,1.66,0.72,-0.97,0.72,0.23,-0.34,0.207,-0.088
Mike Mackenzie,10,241,206,38,18,20,13,27,110,83.97,3107,1102,2005,44.17,17,19,0,5,0,8,57.14,63,95,146,253,rush,2023,8.74,9.71,18.45,0.53,5.39,0.11,5.0,10.0,15.0,8.25,9.22,28.25,171.0,36.89,12.54,25.75,2963.62,16.44,104.95,17.44,19.4,18.35,1051.21,1912.45,27.68,250.04,0.86,1.87,0.58,0.78,0.82,-0.17,0.63,0.84,1.6,1.17,0.23,-0.69,1.78,0.8,1.02,0.8,-0.3,1.16,-0.187,-0.088
Keith McRae,12,222,226,31,11,20,4,23,97,89.81,2269,868,1401,49.12,7,10,0,2,0,7,63.64,0,128,94,242,rush,2023,4.87,8.85,13.72,0.43,1.8,0.1,4.0,6.0,10.0,3.1,4.42,23.39,171.0,30.28,3.96,22.03,2173.28,6.92,92.93,10.79,19.45,9.79,831.43,1341.89,23.08,239.75,0.47,-0.32,0.32,0.28,-0.3,-0.26,-0.01,0.85,0.32,0.5,-0.0,-0.09,1.06,0.66,0.24,0.66,-0.13,-0.33,-0.178,-0.088
Ryan Poloz,12,242,309,47,33,14,2,23,325,92.86,4425,2469,1956,49.19,31,22,1,4,0,9,75.00,0,224,18,277,rush,2023,10.68,4.53,15.21,1.05,0.83,0.1,8.0,6.0,14.0,10.03,7.12,13.62,171.0,45.97,2.03,22.28,4286.6,30.18,314.84,32.15,13.78,21.47,2391.76,1894.87,13.69,274.24,1.39,-0.82,0.33,1.63,2.45,1.42,2.04,0.25,2.07,1.15,1.61,-0.08,-0.39,1.14,-0.9,1.14,0.5,-0.76,0.476,-0.088
Griffin McKee,9,193,250,24,10,14,5,20,138,94.52,2112,682,1430,52.0,8,7,0,2,0,2,50.00,0,177,16,217,rush,2023,4.0,5.6,9.6,0.55,2.59,0.1,3.0,6.0,8.0,3.2,2.8,15.3,171.0,23.62,4.92,19.23,2031.15,7.88,132.73,9.85,13.73,6.92,655.96,1375.23,15.33,215.92,0.08,-0.08,0.12,0.19,-0.19,0.04,-0.1,0.25,-0.11,0.54,-0.18,0.25,-0.14,0.32,-0.93,0.32,-0.21,-0.11,-0.225,-0.088
Luc Comire,12,267,351,36,29,7,6,20,546,96.13,5955,4423,1532,50.43,29,21,1,1,0,13,81.25,0,261,6,302,rush,2023,8.26,1.99,10.26,1.56,2.25,0.07,13.0,4.0,17.0,8.26,5.98,10.91,171.0,35.39,5.92,19.45,5790.32,28.34,530.9,28.36,7.0,20.56,4300.62,1489.73,11.05,298.87,0.77,0.18,0.13,2.6,2.23,3.05,1.68,-0.46,1.93,0.68,3.57,0.06,-0.79,1.48,-1.08,1.48,0.4,-0.12,0.462,-0.088
Wilkie Lewis,7,151,191,26,15,11,2,19,126,94.03,2358,1199,1159,51.83,10,7,0,2,0,4,57.14,0,143,8,166,rush,2023,7.85,5.76,13.61,0.66,1.32,0.13,6.0,6.0,12.0,5.24,3.66,18.71,171.0,25.4,2.05,18.05,2241.18,9.75,119.78,14.55,10.8,6.9,1139.6,1101.64,18.58,167.14,0.18,-0.81,0.03,0.32,0.03,-0.06,0.35,-0.06,-0.11,0.22,0.32,0.23,0.37,-0.36,-1.05,-0.36,0.12,-0.5,0.057,-0.088
Rui Carvalho,11,180,117,7,4,3,10,12,39,88.64,433,305,128,30.77,1,5,0,0,0,3,100.00,6,26,154,189,rush,2023,3.42,2.56,5.98,0.33,5.56,0.07,3.0,1.0,4.0,0.85,4.27,11.1,171.0,7.55,9.45,11.06,399.69,1.31,36.01,4.16,3.31,5.0,281.38,118.39,11.49,189.0,-0.87,1.08,-0.47,-0.86,-0.97,-0.7,-0.64,-0.85,-0.4,-0.92,-0.57,-2.3,-0.76,-0.06,1.14,-0.06,-0.47,0.76,-0.365,-0.088
Adam O'Donnell,7,156,193,23,15,8,1,11,341,95.79,2808,2798,10,58.03,14,13,0,0,0,7,87.50,1,152,4,166,rush,2023,7.77,4.15,11.92,1.77,0.64,0.07,14.0,0.0,15.0,7.25,6.74,8.23,171.0,22.56,1.1,10.46,2670.17,13.56,324.25,14.56,7.95,12.61,2660.41,9.8,8.61,167.13,0.01,-1.05,-0.51,0.6,0.48,1.49,0.36,-0.36,0.74,-1.05,1.88,0.98,-1.18,-0.36,-1.11,-0.36,0.38,-0.67,0.271,-0.088
Oscar Stonehouse,9,165,156,19,8,11,6,11,80,86.96,1844,463,1381,39.74,9,12,0,2,0,2,66.67,2,79,86,187,rush,2023,5.13,7.05,12.18,0.51,3.64,0.07,3.0,9.0,12.0,5.77,7.69,23.05,171.0,18.7,5.82,10.34,1733.52,8.76,75.24,7.88,10.76,11.58,435.41,1298.17,22.63,187.12,-0.21,0.15,-0.52,-0.01,-0.09,-0.4,-0.28,-0.07,0.59,0.45,-0.41,-1.22,1.01,-0.08,0.12,-0.08,-0.67,0.12,-0.618,-0.088
Kevin Jay,11,128,70,10,4,6,2,8,58,92.06,749,513,236,47.14,3,4,0,0,0,0,--,1,11,117,127,rush,2023,5.71,8.57,14.29,0.83,1.56,0.06,7.0,3.0,11.0,4.29,5.71,12.91,171.0,10.5,2.12,7.0,656.62,3.25,50.88,4.25,6.12,4.12,449.5,207.25,13.3,134.75,-0.69,-0.79,-0.75,-0.7,-0.74,-0.58,-0.63,-0.55,-0.53,-0.82,-0.39,-0.33,-0.49,-0.82,0.59,-0.82,-0.18,-0.41,-0.175,-0.088
Zachary Armstrong,8,116,75,7,1,6,2,8,19,95.0,469,4,465,34.67,1,0,0,1,0,0,--,39,19,97,112,rush,2023,1.33,8.0,9.33,0.25,1.72,0.07,0.0,6.0,6.0,1.33,0.0,24.68,171.0,7.82,2.12,7.06,415.0,1.47,16.88,1.59,6.12,0.59,4.12,411.0,23.66,121.06,-0.85,-0.79,-0.75,-0.85,-0.95,-0.84,-0.89,-0.55,-1.06,-0.58,-0.85,-1.83,1.25,-1.01,0.29,-1.01,-0.23,-0.38,-0.198,-0.088
Kelvin Huang,10,143,99,12,4,8,1,7,41,89.13,538,154,384,37.37,3,5,0,1,0,1,50.00,0,14,129,163,rush,2023,4.04,8.08,12.12,0.41,0.7,0.05,2.0,4.0,5.0,3.03,5.05,13.12,171.0,12.18,1.18,6.36,489.56,3.18,37.33,4.18,7.91,5.0,140.33,349.32,13.38,165.39,-0.6,-1.03,-0.8,-0.8,-0.75,-0.69,-0.64,-0.36,-0.4,-0.65,-0.71,-1.5,-0.46,-0.39,0.77,-0.39,-0.29,-0.65,-0.318,-0.088
Jamie Millage,4,45,31,4,1,3,2,5,14,93.33,244,119,125,51.61,2,1,0,0,0,0,--,0,0,45,51,rush,2023,3.23,9.68,12.9,0.45,4.44,0.11,4.0,4.0,8.0,6.45,3.23,17.43,171.0,6.44,2.24,3.78,186.93,2.73,10.83,2.22,3.98,1.98,91.2,95.98,17.08,84.66,-0.93,-0.76,-0.98,-1.0,-0.8,-0.89,-0.83,-0.78,-0.85,-0.95,-0.76,0.21,0.18,-1.52,-0.49,-1.52,-0.18,-0.28,-0.104,-0.088
Curtis Campbell,2,27,18,3,1,2,2,4,6,100.0,108,45,63,55.56,1,0,0,1,0,0,--,5,3,24,26,rush,2023,5.56,11.11,16.67,0.33,7.41,0.15,2.0,4.0,6.0,5.56,0.0,18.0,171.0,6.93,2.36,2.57,73.0,2.43,4.21,2.79,3.79,1.79,30.71,42.64,17.29,84.21,-0.9,-0.73,-1.07,-1.07,-0.83,-0.94,-0.77,-0.8,-0.88,-1.01,-0.82,0.68,0.26,-1.52,-0.81,-1.52,-0.15,-0.25,-0.062,-0.088
Dax Miller,8,114,103,6,3,3,5,4,79,90.8,881,643,238,33.01,4,6,0,1,0,2,66.67,2,50,64,122,rush,2023,2.91,2.91,5.83,0.77,4.39,0.04,6.0,2.0,9.0,3.88,5.83,11.15,171.0,6.71,4.82,3.65,803.92,4.09,72.1,3.27,3.35,5.91,586.54,217.47,11.58,127.93,-0.92,-0.1,-0.99,-0.6,-0.64,-0.42,-0.73,-0.84,-0.26,-0.81,-0.25,-2.03,-0.75,-0.91,-0.21,-0.91,-0.42,0.08,-0.313,-0.088
James McClean,4,50,26,5,2,3,0,4,34,97.14,269,208,61,65.38,4,1,0,0,0,0,--,0,4,46,43,rush,2023,7.69,11.54,19.23,1.31,0.0,0.08,8.0,2.0,10.0,15.38,3.85,7.91,171.0,7.5,0.83,2.89,197.06,4.28,24.83,3.11,4.11,2.11,151.61,45.72,10.16,83.56,-0.87,-1.12,-1.05,-0.99,-0.62,-0.78,-0.74,-0.76,-0.83,-1.01,-0.7,1.86,-1.23,-1.53,-0.48,-1.53,-0.05,-0.52,-0.049,-0.088
Phil Turner,6,111,61,1,1,0,8,4,37,86.05,464,213,251,34.43,5,5,0,0,0,1,33.33,72,15,96,109,rush,2023,1.64,0.0,1.64,0.61,7.21,0.04,3.0,4.0,8.0,8.2,8.2,12.54,171.0,2.83,7.3,3.44,400.06,5.0,31.93,1.7,0.99,5.0,183.7,216.49,13.03,120.27,-1.15,0.53,-1.01,-0.86,-0.53,-0.73,-0.88,-1.09,-0.4,-0.81,-0.67,-1.86,-0.55,-1.02,0.27,-1.02,-0.48,0.53,-0.303,-0.088
Adam Turcotte,6,95,83,6,4,2,4,3,81,93.1,583,421,162,36.14,1,6,0,1,0,2,100.00,0,34,61,115,rush,2023,4.82,2.41,7.23,0.98,4.21,0.03,5.0,2.0,7.0,1.2,7.23,7.2,171.0,6.86,3.89,2.68,521.39,1.43,72.4,4.22,2.54,5.89,376.27,145.23,8.15,122.96,-0.91,-0.34,-1.06,-0.78,-0.95,-0.42,-0.63,-0.93,-0.26,-0.89,-0.47,-1.65,-1.34,-0.98,-0.25,-0.98,-0.58,-0.07,-0.434,-0.088
